Unit ID,Unit Visit Gkey,Outbound Service,Current Yard Block,Current Slot Position,Move Complete Time
ONEY6007627,3007627,,1C,Y-AECY-1C03706C1,06/05/2026 08:47
CMAU6007261,3007261,,1C,Y-AECY-1C01005C2,06/05/2026 08:45
CMAU6001356,3001356,,1C,Y-AECY-1C01708C1,06/05/2026 08:44
GCXU6005640,3005640,,1C,Y-AECY-1C04005C1,06/05/2026 08:42
MAEU6002261,3002261,,1C,Y-AECY-1C01101C2,06/05/2026 08:40
ONEY6000613,3000613,,1C,Y-AECY-1C00807C1,06/05/2026 08:32
HLCU6007622,3007622,,1C,Y-AECY-1C04010C1,06/05/2026 08:24
MSCU6007620,3007620,,1C,Y-AECY-1C00303C1,06/05/2026 08:22
ONEY6001401,3001401,,1C,Y-AECY-1C03509C1,06/05/2026 08:20
MAEU6004816,3004816,,1C,Y-AECY-1C01202C1,06/05/2026 06:42
MAEU6002203,3002203,,1C,Y-AECY-1C03409C1,06/05/2026 06:40
OOLU6006026,3006026,,1C,Y-AECY-1C03704C1,06/05/2026 06:40
HLCU6006632,3006632,,1C,Y-AECY-1C02810C1,06/05/2026 06:37
MAEU6007369,3007369,,1C,Y-AECY-1C00407C1,06/05/2026 06:36
TRLU6000514,3000514,,1C,Y-AECY-1C02902C1,06/05/2026 06:34
GCXU6001087,3001087,,1C,Y-AECY-1C03810C1,06/05/2026 06:31
MSCU6004956,3004956,,1C,Y-AECY-1C02007C1,06/05/2026 06:26
MAEU6005487,3005487,,1C,Y-AECY-1C01602C1,06/05/2026 06:26
OOLU6007513,3007513,,1C,Y-AECY-1C01405C1,06/05/2026 06:25
MAEU6007456,3007456,,1C,Y-AECY-1C01307C1,06/05/2026 06:18
GCXU6004219,3004219,,1C,Y-AECY-1C00304C1,06/05/2026 06:15
TRLU6001267,3001267,,1C,Y-AECY-1C02402C1,06/05/2026 06:12
CMAU6006486,3006486,,1C,Y-AECY-1C03903C1,06/05/2026 06:08
OOLU6003748,3003748,,1C,Y-AECY-1C00403C1,06/05/2026 05:14
TRLU6007481,3007481,,1C,Y-AECY-1C00206C1,06/05/2026 05:10
GCXU6007566,3007566,,1C,Y-AECY-1C01003C1,06/05/2026 05:06
GCXU6007464,3007464,,1C,Y-AECY-1C00405C1,06/05/2026 05:04
MSCU6006079,3006079,,1C,Y-AECY-1C02309C1,06/05/2026 05:02
OOLU6006238,3006238,,1C,Y-AECY-1C02908C1,06/05/2026 05:01
ONEY6006168,3006168,,1C,Y-AECY-1C01701C1,06/05/2026 04:57
ONEY6001261,3001261,,1C,Y-AECY-1C01410C1,06/05/2026 04:56
HLCU6002289,3002289,,1C,Y-AECY-1C01002C1,06/05/2026 04:55
OOLU6007445,3007445,,1C,Y-AECY-1C02708C1,06/05/2026 04:54
HLCU6004612,3004612,,1C,Y-AECY-1C00803C1,06/05/2026 04:51
GCXU6006654,3006654,,1C,Y-AECY-1C00901C1,06/05/2026 04:49
GCXU6006768,3006768,,1C,Y-AECY-1C03406C1,06/05/2026 04:49
GCXU6007562,3007562,,1C,Y-AECY-1C00604C1,06/05/2026 04:47
MAEU6005923,3005923,,1C,Y-AECY-1C01403C1,06/05/2026 04:45
TRLU6007560,3007560,,1C,Y-AECY-1C00307C1,06/05/2026 04:41
TRLU6003315,3003315,,1C,Y-AECY-1C01302C1,06/05/2026 03:10
ONEY6006749,3006749,,1C,Y-AECY-1C02408C1,06/05/2026 03:08
TRLU6002777,3002777,,1C,Y-AECY-1C03209C1,06/05/2026 03:05
MAEU6001146,3001146,,1C,Y-AECY-1C03710C1,06/05/2026 03:02
GCXU6005777,3005777,,1C,Y-AECY-1C02206C1,06/05/2026 03:01
MAEU6006313,3006313,,1C,Y-AECY-1C01205C1,06/05/2026 02:59
MAEU6006396,3006396,,1C,Y-AECY-1C01606C1,06/05/2026 02:58
MSCU6000758,3000758,,1C,Y-AECY-1C00307C2,06/05/2026 02:57
GCXU6007050,3007050,,1C,Y-AECY-1C00410C1,06/05/2026 02:57
GCXU6006957,3006957,,1C,Y-AECY-1C02004C1,06/05/2026 02:55
CMAU6005891,3005891,,1C,Y-AECY-1C01505C1,06/05/2026 02:42
OOLU6000856,3000856,,1C,Y-AECY-1C03205C1,06/05/2026 02:39
MAEU6001298,3001298,,1C,Y-AECY-1C00108C1,06/05/2026 02:36
GCXU6000557,3000557,,1C,Y-AECY-1C02501C1,06/05/2026 02:34
MSCU6007346,3007346,,1C,Y-AECY-1C03201C1,06/05/2026 02:27
CMAU6007506,3007506,,1C,Y-AECY-1C01103C1,06/05/2026 02:27
GCXU6007505,3007505,,1C,Y-AECY-1C02408C2,06/05/2026 02:26
MSCU6007504,3007504,,1C,Y-AECY-1C00605C1,06/05/2026 02:22
HLCU6001497,3001497,,1C,Y-AECY-1C03010C1,06/04/2026 20:08
ONEY6005136,3005136,,1C,Y-AECY-1C02706C1,06/04/2026 20:05
MSCU6003964,3003964,,1C,Y-AECY-1C02508C1,06/04/2026 20:01
OOLU6005769,3005769,,1C,Y-AECY-1C01306C1,06/04/2026 20:01
ONEY6000902,3000902,,1C,Y-AECY-1C00807C2,06/04/2026 19:54
TRLU6004485,3004485,,1C,Y-AECY-1C01309C1,06/04/2026 19:48
GCXU6003301,3003301,,1C,Y-AECY-1C03510C1,06/04/2026 19:47
TRLU6006565,3006565,,1C,Y-AECY-1C02807C1,06/04/2026 19:44
OOLU6001111,3001111,,1C,Y-AECY-1C03410C1,06/04/2026 19:41
TRLU6006554,3006554,,1C,Y-AECY-1C00105C1,06/04/2026 19:41
CMAU6007363,3007363,,1C,Y-AECY-1C02309C2,06/04/2026 19:40
OOLU6005486,3005486,,1C,Y-AECY-1C00608C1,06/04/2026 18:33
MSCU6000349,3000349,,1C,Y-AECY-1C02102C1,06/04/2026 18:28
HLCU6000156,3000156,,1C,Y-AECY-1C03906C1,06/04/2026 18:24
GCXU6003611,3003611,,1C,Y-AECY-1C03405C1,06/04/2026 18:22
MSCU6003210,3003210,,1C,Y-AECY-1C00506C1,06/04/2026 18:20
OOLU6002823,3002823,,1C,Y-AECY-1C03304C2,06/04/2026 18:13
CMAU6007409,3007409,,1C,Y-AECY-1C01610C1,06/04/2026 18:07
MAEU6005176,3005176,,1C,Y-AECY-1C02503C1,06/04/2026 18:05
TRLU6001670,3001670,,1C,Y-AECY-1C02303C1,06/04/2026 18:03
OOLU6003946,3003946,,1C,Y-AECY-1C02610C1,06/04/2026 18:02
HLCU6002091,3002091,,1C,Y-AECY-1C02602C1,06/04/2026 18:01
CMAU6001257,3001257,,1C,Y-AECY-1C02807C2,06/04/2026 18:00
GCXU6006846,3006846,,1C,Y-AECY-1C02407C1,06/04/2026 17:59
MSCU6002010,3002010,,1C,Y-AECY-1C01605C1,06/04/2026 17:58
MSCU6005007,3005007,,1C,Y-AECY-1C02606C1,06/04/2026 17:56
HLCU6005394,3005394,,1C,Y-AECY-1C02808C1,06/04/2026 17:56
MAEU6003723,3003723,,1C,Y-AECY-1C03102C1,06/04/2026 17:55
TRLU6000253,3000253,,1C,Y-AECY-1C03402C1,06/04/2026 17:54
MAEU6007595,3007595,,1C,Y-AECY-1C01606C2,06/04/2026 17:54
ONEY6001388,3001388,,1C,Y-AECY-1C02101C1,06/04/2026 17:53
HLCU6005633,3005633,,1C,Y-AECY-1C01106C1,06/04/2026 17:53
GCXU6005506,3005506,,1C,Y-AECY-1C00203C1,06/04/2026 17:52
MAEU6001075,3001075,,1C,Y-AECY-1C03009C1,06/04/2026 17:51
MSCU6003278,3003278,,1C,Y-AECY-1C03809C2,06/04/2026 17:51
HLCU6004562,3004562,,1C,Y-AECY-1C03104C1,06/04/2026 17:51
MAEU6007593,3007593,,1C,Y-AECY-1C02306C1,06/04/2026 17:50
MSCU6005753,3005753,,1C,Y-AECY-1C01210C1,06/04/2026 17:49
HLCU6007592,3007592,,1C,Y-AECY-1C00709C1,06/04/2026 17:49
ONEY6003132,3003132,,1C,Y-AECY-1C00906C1,06/04/2026 17:48
MSCU6004149,3004149,,1C,Y-AECY-1C03304C3,06/04/2026 17:48
HLCU6007081,3007081,,1C,Y-AECY-1C03601C1,06/04/2026 17:45
MSCU6002554,3002554,,1C,Y-AECY-1C00502C1,06/04/2026 17:44
ONEY6004869,3004869,,1C,Y-AECY-1C00710C1,06/04/2026 17:44
HLCU6002721,3002721,,1C,Y-AECY-1C01910C1,06/04/2026 17:43
GCXU6003746,3003746,,1C,Y-AECY-1C03501C1,06/04/2026 17:38
TRLU6002618,3002618,,1C,Y-AECY-1C00604C2,06/04/2026 17:35
MAEU6007177,3007177,,1C,Y-AECY-1C00402C1,06/04/2026 17:34
CMAU6001315,3001315,,1C,Y-AECY-1C01401C1,06/04/2026 17:33
MSCU6001005,3001005,,1C,Y-AECY-1C03103C1,06/04/2026 17:32
ONEY6003023,3003023,,1C,Y-AECY-1C03908C1,06/04/2026 17:32
HLCU6005053,3005053,,1C,Y-AECY-1C02006C1,06/04/2026 17:32
MSCU6007663,3007663,,1C,Y-AECY-1C01510C1,06/04/2026 17:31
HLCU6004792,3004792,,1C,Y-AECY-1C00302C1,06/04/2026 17:30
GCXU6004422,3004422,,1C,Y-AECY-1C02710C1,06/04/2026 17:29
MSCU6006981,3006981,,1C,Y-AECY-1C00310C1,06/04/2026 17:25
CMAU6006338,3006338,,1C,Y-AECY-1C02705C1,06/04/2026 17:12
GCXU6007656,3007656,,1C,Y-AECY-1C01509C1,06/04/2026 17:08
MSCU6007556,3007556,,1C,Y-AECY-1C00207C1,06/04/2026 14:15
TRLU6007554,3007554,,1C,Y-AECY-1C01607C1,06/04/2026 14:14
GCXU6001404,3001404,,1C,Y-AECY-1C00907C1,06/04/2026 14:11
GCXU6007553,3007553,,1C,Y-AECY-1C02405C1,06/04/2026 14:08
TRLU6002263,3002263,,1C,Y-AECY-1C01504C1,06/04/2026 14:04
OOLU6005071,3005071,,1C,Y-AECY-1C01804C1,06/04/2026 12:27
MAEU6005694,3005694,,1C,Y-AECY-1C03003C1,06/04/2026 12:17
TRLU6006603,3006603,,1C,Y-AECY-1C01706C1,06/04/2026 12:11
HLCU6004789,3004789,,1C,Y-AECY-1C00706C1,06/04/2026 12:09
ONEY6001061,3001061,,1C,Y-AECY-1C03709C1,06/04/2026 12:08
MAEU6005893,3005893,,1C,Y-AECY-1C00503C2,06/04/2026 12:04
MSCU6003175,3003175,,1C,Y-AECY-1C00905C1,06/04/2026 11:59
HLCU6003564,3003564,,1C,Y-AECY-1C01901C1,06/04/2026 11:59
GCXU6006678,3006678,,1C,Y-AECY-1C02910C2,06/04/2026 11:51
OOLU6005257,3005257,,1C,Y-AECY-1C03903C2,06/04/2026 11:48
HLCU6006785,3006785,,1C,Y-AECY-1C01007C1,06/04/2026 11:38
TRLU6002995,3002995,,1C,Y-AECY-1C03301C1,06/04/2026 11:36
CMAU6000987,3000987,,1C,Y-AECY-1C00504C1,06/04/2026 06:35
HLCU6002498,3002498,,1C,Y-AECY-1C01202C2,06/04/2026 06:34
GCXU6004606,3004606,,1C,Y-AECY-1C02202C1,06/04/2026 06:34
HLCU6005723,3005723,,1C,Y-AECY-1C02507C1,06/04/2026 06:30
MAEU6007529,3007529,,1C,Y-AECY-1C02504C1,06/04/2026 06:26
MAEU6006638,3006638,,1C,Y-AECY-1C02604C1,06/04/2026 06:23
GCXU6001773,3001773,,1C,Y-AECY-1C03806C1,06/04/2026 06:20
MSCU6007381,3007381,,1C,Y-AECY-1C03401C1,06/04/2026 06:18
MSCU6001000,3001000,,1C,Y-AECY-1C03107C1,06/04/2026 06:13
TRLU6007406,3007406,,1C,Y-AECY-1C01807C1,06/04/2026 06:03
CMAU6001231,3001231,,1C,Y-AECY-1C02910C3,06/04/2026 06:00
GCXU6006415,3006415,,1C,Y-AECY-1C02709C1,06/04/2026 05:51
HLCU6002594,3002594,,1C,Y-AECY-1C00907C2,06/04/2026 05:44
OOLU6006308,3006308,,1C,Y-AECY-1C03601C2,06/04/2026 05:44
GCXU6005518,3005518,,1C,Y-AECY-1C01608C1,06/04/2026 05:41
GCXU6007653,3007653,,1C,Y-AECY-1C00602C1,06/04/2026 03:39
CMAU6002994,3002994,,1C,Y-AECY-1C03510C2,06/04/2026 03:35
ONEY6003681,3003681,,1C,Y-AECY-1C00102C1,06/04/2026 03:26
GCXU6007651,3007651,,1C,Y-AECY-1C00401C1,06/04/2026 03:20
MSCU6007287,3007287,,1C,Y-AECY-1C01801C1,06/04/2026 03:07
MAEU6000785,3000785,,1C,Y-AECY-1C01305C1,06/04/2026 03:05
MSCU6001017,3001017,,1C,Y-AECY-1C01402C1,06/04/2026 03:03
MSCU6005554,3005554,,1C,Y-AECY-1C01705C1,06/04/2026 03:01
OOLU6007648,3007648,,1C,Y-AECY-1C02805C1,06/04/2026 02:59
TRLU6007646,3007646,,1C,Y-AECY-1C00608C2,06/04/2026 02:54
HLCU6000887,3000887,,1C,Y-AECY-1C02310C1,06/04/2026 02:46
HLCU6003600,3003600,,1C,Y-AECY-1C03001C1,06/04/2026 02:43
GCXU6000877,3000877,,1C,Y-AECY-1C02901C1,06/04/2026 02:41
TRLU6007152,3007152,,1C,Y-AECY-1C00105C2,06/04/2026 02:37
ONEY6000951,3000951,,1C,Y-AECY-1C03210C1,06/04/2026 02:30
HLCU6007609,3007609,,1C,Y-AECY-1C02804C1,06/04/2026 02:24
GCXU6005602,3005602,,1C,Y-AECY-1C03206C1,06/04/2026 01:03
MAEU6006744,3006744,,1C,Y-AECY-1C01109C1,06/04/2026 00:57
MSCU6007587,3007587,,1C,Y-AECY-1C03408C1,06/04/2026 00:56
CMAU6004734,3004734,,1C,Y-AECY-1C03809C3,06/04/2026 00:54
TRLU6007586,3007586,,1C,Y-AECY-1C00306C1,06/04/2026 00:53
GCXU6001565,3001565,,1C,Y-AECY-1C00102C2,06/04/2026 00:50
MAEU6007233,3007233,,1C,Y-AECY-1C03802C1,06/04/2026 00:49
TRLU6007582,3007582,,1C,Y-AECY-1C01202C3,06/04/2026 00:42
MSCU6003436,3003436,,1C,Y-AECY-1C02607C1,06/04/2026 00:36
OOLU6001590,3001590,,1C,Y-AECY-1C03410C2,06/04/2026 00:20
OOLU6006255,3006255,,1C,Y-AECY-1C02209C1,06/04/2026 00:18
HLCU6007448,3007448,,1C,Y-AECY-1C01608C2,06/04/2026 00:09
HLCU6006138,3006138,,1C,Y-AECY-1C02201C1,06/04/2026 00:07
OOLU6006666,3006666,,1C,Y-AECY-1C01710C1,06/03/2026 23:54
MSCU6000513,3000513,,1C,Y-AECY-1C03408C2,06/03/2026 23:53
MSCU6007544,3007544,,1C,Y-AECY-1C02204C1,06/03/2026 23:53
MSCU6002888,3002888,,1C,Y-AECY-1C03810C2,06/03/2026 23:51
HLCU6004526,3004526,,1C,Y-AECY-1C00402C2,06/03/2026 23:41
